C02451V02968,REGION,C02447V03042,SchoolProgramme,TLIST(A1),Year,STATISTIC,Statistic Label,UNIT,VALUE,NumberOfClasses, NumberOfPupils
18,Waterford,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,1,All first level school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,14582,,14582
18,Waterford,1,All first level school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,14659,,14659
18,Waterford,1,All first level school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,14606,,14606
18,Waterford,1,All first level school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,14411,,14411
18,Waterford,1,All first level school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,14173,,14173
18,Waterford,11,All mainstream national school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,11,All mainstream national school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,14266,,14266
18,Waterford,11,All mainstream national school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,14319,,14319
18,Waterford,11,All mainstream national school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,14234,,14234
18,Waterford,11,All mainstream national school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,14018,,14018
18,Waterford,11,All mainstream national school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,13742,,13742
18,Waterford,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,107,,107
18,Waterford,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,120,,120
18,Waterford,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,132,,132
18,Waterford,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,147,,147
18,Waterford,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,167,,167
18,Waterford,122,Pupils in special national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,,,
18,Waterford,122,Pupils in special national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,209,,209
18,Waterford,122,Pupils in special national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,220,,220
18,Waterford,122,Pupils in special national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,240,,240
18,Waterford,122,Pupils in special national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,246,,246
18,Waterford,122,Pupils in special national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,264,,264
181,Waterford City,1,All first level school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,6016,,6016
181,Waterford City,1,All first level school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,5936,,5936
181,Waterford City,1,All first level school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,5939,,5939
181,Waterford City,1,All first level school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,5794,,5794
181,Waterford City,1,All first level school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,5642,,5642
181,Waterford City,1,All first level school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,5564,,5564
181,Waterford City,1,All first level school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,5456,,5456
181,Waterford City,1,All first level school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,5555,,5555
181,Waterford City,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,5585,,5585
181,Waterford City,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,5541,,5541
181,Waterford City,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,5495,,5495
181,Waterford City,1,All first level school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,5700,,5700
181,Waterford City,1,All first level school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,5940,,5940
181,Waterford City,1,All first level school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,6063,,6063
181,Waterford City,1,All first level school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,6163,,6163
181,Waterford City,1,All first level school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,6211,,6211
181,Waterford City,1,All first level school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,6183,,6183
181,Waterford City,1,All first level school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,6186,,6186
181,Waterford City,1,All first level school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,6252,,6252
181,Waterford City,1,All first level school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,6293,,6293
181,Waterford City,1,All first level school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,6307,,6307
181,Waterford City,1,All first level school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,6336,,6336
181,Waterford City,1,All first level school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,6360,,6360
181,Waterford City,1,All first level school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,1,All first level school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,1,All first level school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,1,All first level school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,1,All first level school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,11,All mainstream national school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,5751,,5751
181,Waterford City,11,All mainstream national school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,5650,,5650
181,Waterford City,11,All mainstream national school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,5631,,5631
181,Waterford City,11,All mainstream national school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,5474,,5474
181,Waterford City,11,All mainstream national school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,5314,,5314
181,Waterford City,11,All mainstream national school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,5220,,5220
181,Waterford City,11,All mainstream national school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,5117,,5117
181,Waterford City,11,All mainstream national school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,5210,,5210
181,Waterford City,11,All mainstream national school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,5237,,5237
181,Waterford City,11,All mainstream national school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,5211,,5211
181,Waterford City,11,All mainstream national school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,5168,,5168
181,Waterford City,11,All mainstream national school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,5375,,5375
181,Waterford City,11,All mainstream national school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,5606,,5606
181,Waterford City,11,All mainstream national school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,5748,,5748
181,Waterford City,11,All mainstream national school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,5868,,5868
181,Waterford City,11,All mainstream national school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,5906,,5906
181,Waterford City,11,All mainstream national school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,5891,,5891
181,Waterford City,11,All mainstream national school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,5997,,5997
181,Waterford City,11,All mainstream national school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,6057,,6057
181,Waterford City,11,All mainstream national school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,6102,,6102
181,Waterford City,11,All mainstream national school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,6116,,6116
181,Waterford City,11,All mainstream national school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,6146,,6146
181,Waterford City,11,All mainstream national school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,6153,,6153
181,Waterford City,11,All mainstream national school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,11,All mainstream national school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,11,All mainstream national school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,11,All mainstream national school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,11,All mainstream national school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,45,,45
181,Waterford City,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,48,,48
181,Waterford City,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,65,,65
181,Waterford City,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,91,,91
181,Waterford City,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,110,,110
181,Waterford City,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,118,,118
181,Waterford City,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,125,,125
181,Waterford City,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,132,,132
181,Waterford City,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,145,,145
181,Waterford City,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,143,,143
181,Waterford City,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,155,,155
181,Waterford City,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,150,,150
181,Waterford City,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,170,,170
181,Waterford City,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,161,,161
181,Waterford City,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,145,,145
181,Waterford City,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,158,,158
181,Waterford City,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,139,,139
181,Waterford City,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,24,,24
181,Waterford City,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,26,,26
181,Waterford City,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,27,,27
181,Waterford City,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,26,,26
181,Waterford City,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,31,,31
181,Waterford City,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,46,,46
181,Waterford City,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,122,Pupils in special national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,220,,220
181,Waterford City,122,Pupils in special national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,238,,238
181,Waterford City,122,Pupils in special national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,243,,243
181,Waterford City,122,Pupils in special national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,229,,229
181,Waterford City,122,Pupils in special national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,218,,218
181,Waterford City,122,Pupils in special national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,226,,226
181,Waterford City,122,Pupils in special national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,214,,214
181,Waterford City,122,Pupils in special national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,213,,213
181,Waterford City,122,Pupils in special national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,203,,203
181,Waterford City,122,Pupils in special national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,187,,187
181,Waterford City,122,Pupils in special national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,172,,172
181,Waterford City,122,Pupils in special national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,175,,175
181,Waterford City,122,Pupils in special national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,164,,164
181,Waterford City,122,Pupils in special national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,154,,154
181,Waterford City,122,Pupils in special national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,150,,150
181,Waterford City,122,Pupils in special national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,147,,147
181,Waterford City,122,Pupils in special national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,153,,153
181,Waterford City,122,Pupils in special national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,165,,165
181,Waterford City,122,Pupils in special national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,169,,169
181,Waterford City,122,Pupils in special national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,164,,164
181,Waterford City,122,Pupils in special national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,165,,165
181,Waterford City,122,Pupils in special national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,159,,159
181,Waterford City,122,Pupils in special national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,161,,161
181,Waterford City,122,Pupils in special national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,122,Pupils in special national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,122,Pupils in special national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,122,Pupils in special national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
181,Waterford City,122,Pupils in special national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,1,All first level school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,6993,,6993
182,Waterford County,1,All first level school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,6853,,6853
182,Waterford County,1,All first level school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,6713,,6713
182,Waterford County,1,All first level school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,6663,,6663
182,Waterford County,1,All first level school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,6487,,6487
182,Waterford County,1,All first level school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,6489,,6489
182,Waterford County,1,All first level school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,6415,,6415
182,Waterford County,1,All first level school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,6429,,6429
182,Waterford County,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,6450,,6450
182,Waterford County,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,6509,,6509
182,Waterford County,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,6638,,6638
182,Waterford County,1,All first level school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,6804,,6804
182,Waterford County,1,All first level school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,6957,,6957
182,Waterford County,1,All first level school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,7266,,7266
182,Waterford County,1,All first level school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,7507,,7507
182,Waterford County,1,All first level school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,7590,,7590
182,Waterford County,1,All first level school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,7575,,7575
182,Waterford County,1,All first level school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,7666,,7666
182,Waterford County,1,All first level school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,7737,,7737
182,Waterford County,1,All first level school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,7911,,7911
182,Waterford County,1,All first level school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,7977,,7977
182,Waterford County,1,All first level school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,8070,,8070
182,Waterford County,1,All first level school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,8100,,8100
182,Waterford County,1,All first level school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,1,All first level school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,1,All first level school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,1,All first level school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,1,All first level school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,,,
182,Waterford County,11,All mainstream national school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,6940,,6940
182,Waterford County,11,All mainstream national school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,6782,,6782
182,Waterford County,11,All mainstream national school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,6642,,6642
182,Waterford County,11,All mainstream national school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,6595,,6595
182,Waterford County,11,All mainstream national school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,6420,,6420
182,Waterford County,11,All mainstream national school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,6426,,6426
182,Waterford County,11,All mainstream national school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,6352,,6352
182,Waterford County,11,All mainstream national school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,6361,,6361
182,Waterford County,11,All mainstream national school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,6385,,6385
182,Waterford County,11,All mainstream national school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,6425,,6425
