C02451V02968,REGION,C02447V03042,SchoolProgramme,TLIST(A1),Year,STATISTIC,Statistic Label,UNIT,VALUE,NumberOfClasses, NumberOfPupils
4,Kilkenny,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,45,,45
4,Kilkenny,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,43,,43
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,47,,47
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,44,,44
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,47,,47
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,42,,42
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,34,,34
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,33,,33
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,52,,52
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,67,,67
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,67,,67
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,71,,71
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,70,,70
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,74,,74
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,34,,34
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,35,,35
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,46,,46
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,59,,59
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,71,,71
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,74,,74
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,86,,86
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,102,,102
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,111,,111
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,116,,116
4,Kilkenny,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,133,,133
4,Kilkenny,122,Pupils in special national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,182,,182
4,Kilkenny,122,Pupils in special national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,177,,177
4,Kilkenny,122,Pupils in special national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,179,,179
4,Kilkenny,122,Pupils in special national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,169,,169
4,Kilkenny,122,Pupils in special national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,170,,170
4,Kilkenny,122,Pupils in special national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,162,,162
4,Kilkenny,122,Pupils in special national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,165,,165
4,Kilkenny,122,Pupils in special national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,186,,186
4,Kilkenny,122,Pupils in special national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,188,,188
4,Kilkenny,122,Pupils in special national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,177,,177
4,Kilkenny,122,Pupils in special national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,163,,163
4,Kilkenny,122,Pupils in special national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,155,,155
4,Kilkenny,122,Pupils in special national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,183,,183
4,Kilkenny,122,Pupils in special national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,174,,174
4,Kilkenny,122,Pupils in special national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,176,,176
4,Kilkenny,122,Pupils in special national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,199,,199
4,Kilkenny,122,Pupils in special national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,229,,229
4,Kilkenny,122,Pupils in special national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,240,,240
4,Kilkenny,122,Pupils in special national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,245,,245
4,Kilkenny,122,Pupils in special national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,243,,243
4,Kilkenny,122,Pupils in special national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,250,,250
4,Kilkenny,122,Pupils in special national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,242,,242
4,Kilkenny,122,Pupils in special national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,235,,235
4,Kilkenny,122,Pupils in special national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,242,,242
4,Kilkenny,122,Pupils in special national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,229,,229
4,Kilkenny,122,Pupils in special national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,225,,225
4,Kilkenny,122,Pupils in special national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,232,,232
4,Kilkenny,122,Pupils in special national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,242,,242
5,Laois,1,All first level school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,7584,,7584
5,Laois,1,All first level school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,7320,,7320
5,Laois,1,All first level school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,7155,,7155
5,Laois,1,All first level school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,6902,,6902
5,Laois,1,All first level school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,6814,,6814
5,Laois,1,All first level school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,6737,,6737
5,Laois,1,All first level school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,6747,,6747
5,Laois,1,All first level school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,6777,,6777
5,Laois,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,6847,,6847
5,Laois,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,7031,,7031
5,Laois,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,7137,,7137
5,Laois,1,All first level school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,7403,,7403
5,Laois,1,All first level school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,7779,,7779
5,Laois,1,All first level school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,8328,,8328
5,Laois,1,All first level school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,9310,,9310
5,Laois,1,All first level school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,9696,,9696
5,Laois,1,All first level school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,9878,,9878
5,Laois,1,All first level school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,10118,,10118
5,Laois,1,All first level school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,10489,,10489
5,Laois,1,All first level school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,10782,,10782
5,Laois,1,All first level school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,10869,,10869
5,Laois,1,All first level school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,11011,,11011
5,Laois,1,All first level school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,11050,,11050
5,Laois,1,All first level school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,11011,,11011
5,Laois,1,All first level school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,11565,,11565
5,Laois,1,All first level school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,11470,,11470
5,Laois,1,All first level school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,11320,,11320
5,Laois,1,All first level school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,11080,,11080
5,Laois,11,All mainstream national school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,7417,,7417
5,Laois,11,All mainstream national school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,7150,,7150
5,Laois,11,All mainstream national school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,6983,,6983
5,Laois,11,All mainstream national school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,6744,,6744
5,Laois,11,All mainstream national school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,6638,,6638
5,Laois,11,All mainstream national school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,6535,,6535
5,Laois,11,All mainstream national school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,6527,,6527
5,Laois,11,All mainstream national school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,6570,,6570
5,Laois,11,All mainstream national school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,6643,,6643
5,Laois,11,All mainstream national school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,6834,,6834
5,Laois,11,All mainstream national school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,6937,,6937
5,Laois,11,All mainstream national school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,7190,,7190
5,Laois,11,All mainstream national school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,7577,,7577
5,Laois,11,All mainstream national school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,8119,,8119
5,Laois,11,All mainstream national school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,9075,,9075
5,Laois,11,All mainstream national school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,9430,,9430
5,Laois,11,All mainstream national school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,9600,,9600
5,Laois,11,All mainstream national school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,9977,,9977
5,Laois,11,All mainstream national school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,10324,,10324
5,Laois,11,All mainstream national school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,10610,,10610
5,Laois,11,All mainstream national school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,10676,,10676
5,Laois,11,All mainstream national school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,10810,,10810
5,Laois,11,All mainstream national school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,10846,,10846
5,Laois,11,All mainstream national school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,10775,,10775
5,Laois,11,All mainstream national school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,11292,,11292
5,Laois,11,All mainstream national school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,11168,,11168
5,Laois,11,All mainstream national school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,10987,,10987
5,Laois,11,All mainstream national school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,10691,,10691
5,Laois,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,44,,44
5,Laois,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,55,,55
5,Laois,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,60,,60
5,Laois,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,62,,62
5,Laois,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,76,,76
5,Laois,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,100,,100
5,Laois,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,104,,104
5,Laois,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,95,,95
5,Laois,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,93,,93
5,Laois,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,99,,99
5,Laois,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,100,,100
5,Laois,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,109,,109
5,Laois,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,105,,105
5,Laois,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,119,,119
5,Laois,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,146,,146
5,Laois,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,170,,170
5,Laois,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,180,,180
5,Laois,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,31,,31
5,Laois,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,36,,36
5,Laois,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,52,,52
5,Laois,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,62,,62
5,Laois,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,76,,76
5,Laois,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,79,,79
5,Laois,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,115,,115
5,Laois,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,149,,149
5,Laois,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,180,,180
5,Laois,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,205,,205
5,Laois,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,233,,233
5,Laois,122,Pupils in special national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,123,,123
5,Laois,122,Pupils in special national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,115,,115
5,Laois,122,Pupils in special national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,112,,112
5,Laois,122,Pupils in special national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,96,,96
5,Laois,122,Pupils in special national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,100,,100
5,Laois,122,Pupils in special national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,102,,102
5,Laois,122,Pupils in special national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,116,,116
5,Laois,122,Pupils in special national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,112,,112
5,Laois,122,Pupils in special national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,111,,111
5,Laois,122,Pupils in special national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,98,,98
5,Laois,122,Pupils in special national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,100,,100
5,Laois,122,Pupils in special national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,104,,104
5,Laois,122,Pupils in special national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,97,,97
5,Laois,122,Pupils in special national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,90,,90
5,Laois,122,Pupils in special national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,89,,89
5,Laois,122,Pupils in special national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,96,,96
5,Laois,122,Pupils in special national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,98,,98
5,Laois,122,Pupils in special national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,110,,110
5,Laois,122,Pupils in special national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,129,,129
5,Laois,122,Pupils in special national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,120,,120
5,Laois,122,Pupils in special national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,131,,131
5,Laois,122,Pupils in special national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,125,,125
5,Laois,122,Pupils in special national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,125,,125
5,Laois,122,Pupils in special national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,121,,121
5,Laois,122,Pupils in special national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,124,,124
5,Laois,122,Pupils in special national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,122,,122
5,Laois,122,Pupils in special national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,128,,128
5,Laois,122,Pupils in special national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,156,,156
6,Longford,1,All first level school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,4469,,4469
6,Longford,1,All first level school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,4318,,4318
6,Longford,1,All first level school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,4192,,4192
6,Longford,1,All first level school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,4028,,4028
6,Longford,1,All first level school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,3949,,3949
6,Longford,1,All first level school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,3814,,3814
6,Longford,1,All first level school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,3691,,3691
6,Longford,1,All first level school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,3721,,3721
6,Longford,1,All first level school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,3723,,3723
6,Longford,1,All first level school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,3767,,3767
6,Longford,1,All first level school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,3824,,3824
6,Longford,1,All first level school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,3898,,3898
6,Longford,1,All first level school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,4139,,4139
6,Longford,1,All first level school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,4527,,4527
6,Longford,1,All first level school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,4759,,4759
6,Longford,1,All first level school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,4861,,4861
6,Longford,1,All first level school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,4954,,4954
6,Longford,1,All first level school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,5052,,5052
6,Longford,1,All first level school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,5163,,5163
6,Longford,1,All first level school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,5233,,5233
6,Longford,1,All first level school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,5299,,5299
6,Longford,1,All first level school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,5338,,5338
6,Longford,1,All first level school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,5296,,5296
6,Longford,1,All first level school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,5365,,5365
6,Longford,1,All first level school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,5457,,5457
6,Longford,1,All first level school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,5433,,5433
6,Longford,1,All first level school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,5364,,5364
6,Longford,1,All first level school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,5278,,5278
6,Longford,11,All mainstream national school programmes,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,4363,,4363
6,Longford,11,All mainstream national school programmes,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,4194,,4194
6,Longford,11,All mainstream national school programmes,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,4073,,4073
6,Longford,11,All mainstream national school programmes,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,3895,,3895
6,Longford,11,All mainstream national school programmes,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,3797,,3797
6,Longford,11,All mainstream national school programmes,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,3643,,3643
6,Longford,11,All mainstream national school programmes,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,3463,,3463
6,Longford,11,All mainstream national school programmes,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,3462,,3462
6,Longford,11,All mainstream national school programmes,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,3442,,3442
6,Longford,11,All mainstream national school programmes,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,3484,,3484
6,Longford,11,All mainstream national school programmes,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,3544,,3544
6,Longford,11,All mainstream national school programmes,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,3610,,3610
6,Longford,11,All mainstream national school programmes,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,3859,,3859
6,Longford,11,All mainstream national school programmes,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,4231,,4231
6,Longford,11,All mainstream national school programmes,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,4486,,4486
6,Longford,11,All mainstream national school programmes,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,4607,,4607
6,Longford,11,All mainstream national school programmes,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,4685,,4685
6,Longford,11,All mainstream national school programmes,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,5003,,5003
6,Longford,11,All mainstream national school programmes,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,5106,,5106
6,Longford,11,All mainstream national school programmes,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,5166,,5166
6,Longford,11,All mainstream national school programmes,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,5231,,5231
6,Longford,11,All mainstream national school programmes,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,5263,,5263
6,Longford,11,All mainstream national school programmes,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,5208,,5208
6,Longford,11,All mainstream national school programmes,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,5265,,5265
6,Longford,11,All mainstream national school programmes,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,5354,,5354
6,Longford,11,All mainstream national school programmes,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,5331,,5331
6,Longford,11,All mainstream national school programmes,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,5254,,5254
6,Longford,11,All mainstream national school programmes,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,5148,,5148
6,Longford,121,Pupils with special needs in mainstream national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,80,,80
6,Longford,121,Pupils with special needs in mainstream national schools,1996,1996,EDA57C01,Pupils in National Schools (Number),Number,91,,91
6,Longford,121,Pupils with special needs in mainstream national schools,1997,1997,EDA57C01,Pupils in National Schools (Number),Number,88,,88
6,Longford,121,Pupils with special needs in mainstream national schools,1998,1998,EDA57C01,Pupils in National Schools (Number),Number,103,,103
6,Longford,121,Pupils with special needs in mainstream national schools,1999,1999,EDA57C01,Pupils in National Schools (Number),Number,127,,127
6,Longford,121,Pupils with special needs in mainstream national schools,2000,2000,EDA57C01,Pupils in National Schools (Number),Number,143,,143
6,Longford,121,Pupils with special needs in mainstream national schools,2001,2001,EDA57C01,Pupils in National Schools (Number),Number,201,,201
6,Longford,121,Pupils with special needs in mainstream national schools,2002,2002,EDA57C01,Pupils in National Schools (Number),Number,232,,232
6,Longford,121,Pupils with special needs in mainstream national schools,2003,2003,EDA57C01,Pupils in National Schools (Number),Number,252,,252
6,Longford,121,Pupils with special needs in mainstream national schools,2004,2004,EDA57C01,Pupils in National Schools (Number),Number,255,,255
6,Longford,121,Pupils with special needs in mainstream national schools,2005,2005,EDA57C01,Pupils in National Schools (Number),Number,251,,251
6,Longford,121,Pupils with special needs in mainstream national schools,2006,2006,EDA57C01,Pupils in National Schools (Number),Number,263,,263
6,Longford,121,Pupils with special needs in mainstream national schools,2007,2007,EDA57C01,Pupils in National Schools (Number),Number,251,,251
6,Longford,121,Pupils with special needs in mainstream national schools,2008,2008,EDA57C01,Pupils in National Schools (Number),Number,269,,269
6,Longford,121,Pupils with special needs in mainstream national schools,2009,2009,EDA57C01,Pupils in National Schools (Number),Number,248,,248
6,Longford,121,Pupils with special needs in mainstream national schools,2010,2010,EDA57C01,Pupils in National Schools (Number),Number,229,,229
6,Longford,121,Pupils with special needs in mainstream national schools,2011,2011,EDA57C01,Pupils in National Schools (Number),Number,241,,241
6,Longford,121,Pupils with special needs in mainstream national schools,2012,2012,EDA57C01,Pupils in National Schools (Number),Number,22,,22
6,Longford,121,Pupils with special needs in mainstream national schools,2013,2013,EDA57C01,Pupils in National Schools (Number),Number,31,,31
6,Longford,121,Pupils with special needs in mainstream national schools,2014,2014,EDA57C01,Pupils in National Schools (Number),Number,39,,39
6,Longford,121,Pupils with special needs in mainstream national schools,2015,2015,EDA57C01,Pupils in National Schools (Number),Number,41,,41
6,Longford,121,Pupils with special needs in mainstream national schools,2016,2016,EDA57C01,Pupils in National Schools (Number),Number,48,,48
6,Longford,121,Pupils with special needs in mainstream national schools,2017,2017,EDA57C01,Pupils in National Schools (Number),Number,57,,57
6,Longford,121,Pupils with special needs in mainstream national schools,2018,2018,EDA57C01,Pupils in National Schools (Number),Number,68,,68
6,Longford,121,Pupils with special needs in mainstream national schools,2019,2019,EDA57C01,Pupils in National Schools (Number),Number,72,,72
6,Longford,121,Pupils with special needs in mainstream national schools,2020,2020,EDA57C01,Pupils in National Schools (Number),Number,73,,73
6,Longford,121,Pupils with special needs in mainstream national schools,2021,2021,EDA57C01,Pupils in National Schools (Number),Number,81,,81
6,Longford,121,Pupils with special needs in mainstream national schools,2022,2022,EDA57C01,Pupils in National Schools (Number),Number,94,,94
6,Longford,122,Pupils in special national schools,1995,1995,EDA57C01,Pupils in National Schools (Number),Number,26,,26
